Sentence#	Word	POS	Tag
	to	TO	O
	documentation	NN	O
	that	IN	O
	complies	VBZ	O
	with	IN	O
	the	DT	O
	approved	JJ	O
	baseline	NN	B-opcon
	for	IN	O
	the	DT	O
	system	NN	B-syscon
	.	.	O
Sentence:3562	The	DT	O
	system	NN	B-syscon
	external	JJ	O
	interface	NN	O
	specifications	NNS	B-opcon
	describe	VBP	O
	the	DT	O
	functional	JJ	B-opcon
	baseline	NN	I-opcon
	for	IN	O
	the	DT	O
	behavior	NN	B-mea
	and	CC	O
	characteristics	NNS	B-mea
	of	IN	O
	all	DT	O
	physical	JJ	B-opcon
	interfaces	NNS	B-syscon
	that	IN	O
	the	DT	O
	system	NN	B-syscon
	has	VBZ	O
	with	IN	O
	the	DT	O
	external	JJ	O
	world	NN	O
	.	.	O
Sentence:3563	These	DT	O
	include	VBP	O
	all	DT	O
	structural	JJ	O
	,	,	O
	thermal	JJ	O
	,	,	O
	electrical	JJ	O
	,	,	O
	and	CC	O
	signal	JJ	O
	interfaces	NNS	B-syscon
	,	,	O
	as	RB	O
	well	RB	O
	as	IN	O
	the	DT	O
	human	JJ	O
	system	NN	B-syscon
	interfaces	NNS	B-syscon
	.	.	O
Sentence:3564	The	DT	O
	End	NNP	B-syscon
	Product	NNP	I-syscon
	Specifications	NNS	B-opcon
	:	:	O
	The	DT	O
	end	NN	O
	prod	NN	O
	uct	NN	O
	specifications	NNS	B-opcon
	contain	VBP	O
	the	DT	O
	detailed	JJ	O
	build	NN	O
	to	TO	O
	and	CC	O
	code	NN	O
	to	TO	O
	requirements	NNS	B-opcon
	for	IN	O
	the	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	.	.	O
Sentence:3565	They	PRP	O
	are	VBP	O
	detailed	JJ	O
	,	,	O
	exact	JJ	O
	statements	NNS	O
	of	IN	O
	design	NN	B-opcon
	particulars	NNS	O
	,	,	O
	such	JJ	O
	as	IN	O
	statements	NNS	O
	prescribing	VBG	O
	materials	NNS	O
	,	,	O
	dimensions	NNS	O
	,	,	O
	and	CC	O
	quality	NN	O
	of	IN	O
	work	NN	O
	to	TO	O
	build	VB	O
	,	,	O
	install	VB	O
	,	,	O
	or	CC	O
	manufacture	VB	O
	the	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	.	.	O
Sentence:3566	Enabling	VBG	O
	Product	NN	B-syscon
	Requirements	NNS	B-opcon
	:	:	O
	The	DT	O
	require	NN	O
	ments	NNS	O
	for	IN	O
	associated	JJ	O
	supporting	VBG	O
	enabling	NN	B-opcon
	products	NNS	I-opcon
	provide	VBP	O
	details	NNS	O
	of	IN	O
	all	DT	O
	enabling	NN	B-opcon
	products	NNS	I-opcon
	.	.	O
Sentence:3567	Enabling	NN	B-opcon
	products	NNS	I-opcon
	are	VBP	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	support	NN	O
	products	NNS	B-seterm
	,	,	O
	infrastructures	NNS	O
	,	,	O
	personnel	NNS	B-grp
	,	,	O
	logistics	NNS	B-opcon
	,	,	O
	and	CC	O
	services	NNS	O
	that	WDT	O
	facilitate	VBP	O
	the	DT	O
	progression	NN	O
	and	CC	O
	use	NN	O
	of	IN	O
	the	DT	O
	operational	JJ	B-opcon
	end	NN	B-syscon
	product	NN	I-syscon
	through	IN	O
	its	PRP$	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	.	.	O
Sentence:3568	SEG	NNP	B-abb
	seeks	VBZ	O
	a	DT	O
	safe	JJ	O
	and	CC	O
	balanced	JJ	O
	design	NN	B-opcon
	in	IN	O
	the	DT	O
	face	NN	O
	of	IN	O
	opposing	VBG	O
	interests	NNS	O
	and	CC	O
	multiple	NN	O
	,	,	O
	sometimes	RB	O
	conflicting	VBG	O
	constraints	NNS	B-seterm
	.	.	O
Sentence:3569	The	DT	O
	ultimate	JJ	O
	success	NN	O
	of	IN	O
	a	DT	O
	program	NN	B-opcon
	or	CC	O
	project	NN	B-seterm
	may	MD	O
	relate	VB	O
	to	TO	O
	the	DT	O
	frequency	NN	B-mea
	and	CC	O
	diligence	NN	B-mea
	of	IN	O
	validation	NN	B-opcon
	efforts	NNS	I-opcon
	during	IN	O
	the	DT	O
	design	NN	B-opcon
	process	NN	I-opcon
	,	,	O
	especially	RB	O
	in	IN	O
	Pre	NNP	B-event
	Phase	NNP	I-event
	A	NNP	I-event
	and	CC	O
	Phase	NNP	B-event
	A	NNP	I-event
	during	IN	O
	which	WDT	O
	corrections	NNS	O
	in	IN	O
	the	DT	O
	direction	NN	O
	of	IN	O
	product	NN	B-opcon
	design	NN	I-opcon
	might	MD	O
	still	RB	O
	be	VB	O
	made	VBN	O
	cost	NN	B-mea
	effectively	RB	I-mea
	.	.	O
Sentence:3570	They	PRP	O
	are	VBP	O
	viewed	VBN	O
	as	IN	O
	part	NN	O
	of	IN	O
	the	DT	O
	system	NN	B-syscon
	since	IN	O
	the	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	and	CC	O
	its	PRP$	O
	enabling	NN	B-opcon
	products	NNS	I-opcon
	are	VBP	O
	interdependent	JJ	O
	.	.	O
Sentence:3571	Product	NN	B-syscon
	Verification	NNP	B-opcon
	Plan	NN	I-opcon
	:	:	O
	The	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	ver	NN	O
	ification	NN	O
	plan	NN	O
	generated	VBN	O
	through	IN	O
	the	DT	O
	Technical	NNP	B-opcon
	Planning	NNP	I-opcon
	Process	NNP	I-opcon
	provides	VBZ	O
	the	DT	O
	content	NN	O
	and	CC	O
	depth	NN	O
	of	IN	O
	detail	NN	O
	necessary	JJ	O
	to	TO	O
	provide	VB	O
	full	JJ	O
	visibility	NN	O
	of	IN	O
	all	DT	O
	verification	NN	B-opcon
	activities	NNS	I-opcon
	for	IN	O
	the	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	.	.	O
Sentence:3572	Depending	VBG	O
	on	IN	O
	the	DT	O
	scope	NN	O
	of	IN	O
	the	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	,	,	O
	the	DT	O
	plan	NN	O
	encompasses	VBZ	O
	qualification	NN	O
	,	,	O
	acceptance	NN	O
	,	,	O
	prelaunch	NN	O
	,	,	O
	operational	JJ	B-opcon
	,	,	O
	and	CC	O
	disposal	JJ	O
	verification	NN	B-opcon
	activities	NNS	I-opcon
	for	IN	O
	flight	NN	B-syscon
	hardware	NN	B-syscon
	and	CC	O
	software	NN	B-syscon
	.	.	O
Sentence:3573	Product	NN	B-syscon
	Validation	NNP	B-opcon
	Plan	NN	O
	:	:	O
	The	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	val	JJ	O
	idation	NN	O
	plan	NN	O
	generated	VBN	O
	through	IN	O
	the	DT	O
	Technical	NNP	B-opcon
	Planning	NNP	I-opcon
	Process	NNP	I-opcon
	provides	VBZ	O
	the	DT	O
	content	NN	O
	and	CC	O
	depth	NN	O
	of	IN	O
	detail	NN	O
	necessary	JJ	O
	to	TO	O
	provide	VB	O
	full	JJ	O
	visibility	NN	O
	of	IN	O
	all	DT	O
	activities	NNS	O
	to	TO	O
	validate	VB	O
	the	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	against	IN	O
	the	DT	O
	baselined	JJ	O
	stakeholder	NN	B-mea
	expectations	NNS	I-mea
	.	.	O
Sentence:3574	The	DT	O
	plan	NN	O
	identifies	VBZ	O
	the	DT	O
	type	NN	O
	of	IN	O
	validation	NN	B-opcon
	,	,	O
	the	DT	O
	validation	NN	B-opcon
	procedures	NNS	B-opcon
	,	,	O
	and	CC	O
	the	DT	O
	validation	NN	B-opcon
	environment	NN	O
	that	WDT	O
	are	VBP	O
	appropriate	JJ	O
	to	TO	O
	confirm	VB	O
	that	IN	O
	the	DT	O
	realized	JJ	O
	end	NN	B-syscon
	product	NN	I-syscon
	conforms	NNS	O
	to	TO	O
	stakeholder	VB	B-mea
	expectations	NNS	I-mea
	.	.	O
Sentence:3575	gov	NN	O
	web	NN	O
	se	NN	B-abb
	doc	NN	O
	repository	NN	O
	for	IN	O
	additional	JJ	O
	guidance	NN	O
	on	IN	O
	:	:	O
	TA	NN	O
	,	,	O
	human	JJ	O
	capability	NN	O
	assessment	NN	O
	,	,	O
	and	CC	O
	integrating	VBG	O
	engineering	NN	B-seterm
	specialties	NNS	O
	into	IN	O
	the	DT	O
	SE	NNP	B-abb
	process	NN	B-opcon
	.	.	O
Sentence:3576	The	DT	O
	processes	NNS	B-seterm
	within	IN	O
	each	DT	O
	step	NN	O
	are	VBP	O
	discussed	VBN	O
	in	IN	O
	terms	NNS	O
	of	IN	O
	the	DT	O
	inputs	NNS	O
	,	,	O
	the	DT	O
	activities	NNS	O
	,	,	O
	and	CC	O
	the	DT	O
	outputs	NNS	O
	.	.	O
Sentence:3577	Additional	JJ	O
	guidance	NN	O
	is	VBZ	O
	provided	VBN	O
	using	VBG	O
	examples	NNS	O
	that	WDT	O
	are	VBP	O
	relevant	JJ	O
	to	TO	O
	NASA	NNP	B-org
	projects	NNS	B-seterm
	.	.	O
Sentence:3578	In	IN	O
	the	DT	O
	product	NN	B-opcon
	realization	NN	I-opcon
	side	NN	O
	of	IN	O
	the	DT	O
	SE	NNP	B-syscon
	engine	NN	I-syscon
	,	,	O
	five	CD	O
	interdependent	NN	O
	processes	VBZ	B-seterm
	result	NN	O
	in	IN	O
	systems	NNS	B-syscon
	that	WDT	O
	meet	VBP	O
	the	DT	O
	design	NN	B-opcon
	specifications	NNS	B-opcon
	and	CC	O
	stakeholder	NN	B-mea
	expectations	NNS	I-mea
	.	.	O
Sentence:3579	These	DT	O
	products	NNS	B-seterm
	are	VBP	O
	produced	VBN	O
	,	,	O
	acquired	VBN	O
	,	,	O
	reused	VBN	O
	,	,	O
	or	CC	O
	coded	VBD	O
	;	:	O
	integrated	VBN	O
	into	IN	O
	higher	JJR	O
	level	NN	O
	assemblies	NNS	O
	;	:	O
	verified	VBN	O
	against	IN	O
	design	NN	B-opcon
	specifications	NNS	B-opcon
	;	:	O
	validated	VBN	O
	against	IN	O
	stakeholder	NN	B-mea
	expectations	NNS	I-mea
	;	:	O
	and	CC	O
	transitioned	VBD	O
	to	TO	O
	the	DT	O
	next	JJ	O
	level	NN	O
	of	IN	O
	the	DT	O
	system	NN	B-syscon
	.	.	O
Sentence:3580	The	DT	O
	selection	NN	O
	of	IN	O
	the	DT	O
	verification	NN	B-opcon
	or	CC	I-opcon
	validation	NN	I-opcon
	method	NN	I-opcon
	is	VBZ	O
	based	VBN	O
	on	IN	O
	engineering	NN	B-seterm
	judgment	NN	O
	as	IN	O
	to	TO	O
	which	WDT	O
	is	VBZ	O
	the	DT	O
	most	RBS	O
	effective	JJ	O
	way	NN	O
	to	TO	O
	reliably	VB	O
	show	VB	O
	the	DT	O
	product	NN	B-syscon
	s	NN	O
	conformance	NN	B-opcon
	to	TO	I-opcon
	requirements	NNS	I-opcon
	or	CC	O
	that	IN	O
	it	PRP	O
	will	MD	O
	operate	VB	O
	as	IN	O
	intended	JJ	O
	and	CC	O
	described	VBN	O
	in	IN	O
	the	DT	O
	ConOps	NNP	B-abb
	.	.	O
Sentence:3581	As	IN	O
	has	VBZ	O
	been	VBN	O
	mentioned	VBN	O
	in	IN	O
	previous	JJ	O
	sections	NNS	O
	,	,	O
	products	NNS	B-seterm
	can	MD	O
	be	VB	O
	models	NNS	B-opcon
	and	CC	O
	simulations	NNS	B-opcon
	,	,	O
	paper	NN	O
	studies	NNS	O
	or	CC	O
	proposals	NNS	O
	,	,	O
	or	CC	O
	hardware	NN	B-syscon
	and	CC	O
	software	NN	B-syscon
	.	.	O
Sentence:3582	The	DT	O
	type	NN	O
	and	CC	O
	level	NN	O
	of	IN	O
	product	NN	B-syscon
	depends	VBZ	O
	on	IN	O
	the	DT	O
	phase	NN	B-event
	of	IN	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	and	CC	O
	the	DT	O
	product	NN	B-syscon
	s	NN	O
	specific	JJ	O
	objectives	NNS	B-opcon
	.	.	O
Sentence:3583	But	CC	O
	whatever	WP	O
	the	DT	O
	product	NN	B-syscon
	,	,	O
	all	DT	O
	should	MD	O
	effectively	RB	O
	use	VB	O
	the	DT	O
	processes	NNS	B-seterm
	to	TO	O
	ensure	VB	O
	the	DT	O
	system	NN	B-syscon
	meets	VBZ	O
	the	DT	O
	intended	JJ	O
	operational	JJ	B-opcon
	concept	NN	I-opcon
	.	.	O
Sentence:3584	This	DT	O
	effort	NN	O
	starts	VBZ	O
	with	IN	O
	the	DT	O
	technical	JJ	B-grp
	team	NN	I-grp
	taking	VBG	O
	the	DT	O
	output	NN	O
	from	IN	O
	the	DT	O
	system	NN	B-syscon
	design	NN	B-opcon
	processes	VBZ	B-seterm
	and	CC	O
	using	VBG	O
	the	DT	O
	appropriate	JJ	O
	crosscutting	NN	O
	functions	NNS	B-opcon
	,	,	O
	such	JJ	O
	as	IN	O
	data	NNS	O
	and	CC	O
	CM	NNP	O
	,	,	O
	and	CC	O
	technical	JJ	B-opcon
	assessments	NNS	B-opcon
	to	TO	O
	make	VB	O
	,	,	O
	buy	VB	O
	,	,	O
	or	CC	O
	reuse	VB	O
	subsystems	NNS	B-syscon
	.	.	O
Sentence:3585	Once	RB	O
	these	DT	O
	subsystems	NNS	B-syscon
	are	VBP	O
	realized	VBN	O
	,	,	O
	they	PRP	O
	should	MD	O
	be	VB	O
	integrated	VBN	O
	to	TO	O
	the	DT	O
	appropriate	JJ	O
	level	NN	O
	as	IN	O
	designated	VBN	O
	by	IN	O
	the	DT	O
	appropriate	JJ	O
	interface	NN	O
	requirements	NNS	B-opcon
	.	.	O
Sentence:3586	Upon	IN	O
	successful	JJ	O
	completion	NN	O
	of	IN	O
	validation	NN	B-opcon
	,	,	O
	the	DT	O
	products	NNS	B-seterm
	are	VBP	O
	transitioned	VBN	O
	to	TO	O
	the	DT	O
	next	JJ	O
	level	NN	O
	of	IN	O
	the	DT	O
	system	NN	B-syscon
	.	.	O
Sentence:3587	This	DT	O
	is	VBZ	O
	an	DT	O
	iterative	JJ	B-opcon
	and	CC	O
	recursive	JJ	B-opcon
	process	NN	B-opcon
	.	.	O
Sentence:3588	Early	RB	O
	in	IN	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	,	,	O
	paper	NN	O
	products	NNS	B-seterm
	,	,	O
	models	NNS	B-opcon
	,	,	O
	and	CC	O
	simulations	NNS	B-opcon
	are	VBP	O
	run	VBN	O
	through	IN	O
	the	DT	O
	five	CD	O
	realization	NN	O
	processes	NNS	B-seterm
	.	.	O
Sentence:3589	As	IN	O
	the	DT	O
	system	NN	B-syscon
	matures	VBZ	O
	and	CC	O
	progresses	VBZ	O
	through	IN	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	,	,	O
	hardware	NN	B-syscon
	and	CC	O
	software	NN	B-syscon
	products	NNS	B-seterm
	are	VBP	O
	run	VBN	O
	through	IN	O
	these	DT	O
	processes	NNS	B-seterm
	.	.	O
Sentence:3590	It	PRP	O
	is	VBZ	O
	important	JJ	O
	to	TO	O
	detect	VB	O
	as	IN	O
	many	JJ	O
	errors	NNS	O
	and	CC	O
	failures	NNS	O
	as	IN	O
	possible	JJ	O
	at	IN	O
	the	DT	O
	lowest	JJS	O
	level	NN	O
	of	IN	O
	integration	NN	B-opcon
	and	CC	O
	early	RB	O
	in	IN	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	so	IN	O
	that	IN	O
	changes	NNS	O
	can	MD	O
	be	VB	O
	made	VBN	O
	through	IN	O
	the	DT	O
	design	NN	B-opcon
	processes	VBZ	B-seterm
	with	IN	O
	minimum	JJ	O
	impact	NN	O
	to	TO	O
	the	DT	O
	project	NN	B-seterm
	.	.	O
Sentence:3591	A	DT	O
	cost	NN	B-mea
	effective	JJ	I-mea
	and	CC	I-mea
	safe	JJ	I-mea
	system	NN	B-syscon
	should	MD	O
	provide	VB	O
	a	DT	O
	particular	JJ	O
	kind	NN	O
	of	IN	O
	balance	NN	O
	between	IN	O
	effectiveness	NN	B-mea
	and	CC	O
	cost	NN	B-mea
	.	.	O
Sentence:3592	Ensure	NN	O
	that	IN	O
	a	DT	O
	reused	JJ	O
	product	NN	B-syscon
	meets	VBZ	O
	the	DT	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	required	VBD	O
	for	IN	O
	the	DT	O
	relevant	JJ	O
	system	NN	B-syscon
	in	IN	O
	which	WDT	O
	it	PRP	O
	is	VBZ	O
	to	TO	O
	be	VB	O
	used	VBN	O
	,	,	O
	as	IN	O
	opposed	VBN	O
	to	TO	O
	relying	VBG	O
	on	IN	O
	the	DT	O
	original	JJ	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	it	PRP	O
	met	VBD	O
	for	IN	O
	the	DT	O
	system	NN	B-syscon
	of	IN	O
	its	PRP$	O
	original	JJ	O
	use	NN	O
	.	.	O
Sentence:3593	Then	RB	O
	ensure	VB	O
	that	IN	O
	it	PRP	O
	meets	VBZ	O
	the	DT	O
	same	JJ	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	as	IN	O
	a	DT	O
	purchased	JJ	O
	product	NN	B-syscon
	or	CC	O
	a	DT	O
	built	JJ	O
	product	NN	B-syscon
	.	.	O
Sentence:3594	Product	NNP	B-syscon
	implementation	NN	B-opcon
	is	VBZ	O
	the	DT	O
	first	JJ	O
	process	NN	B-opcon
	encountered	VBN	O
	in	IN	O
	the	DT	O
	SE	NNP	B-syscon
	engine	NN	I-syscon
	that	WDT	O
	begins	VBZ	O
	the	DT	O
	movement	NN	O
	from	IN	O
	the	DT	O
	bottom	NN	O
	of	IN	O
	the	DT	O
	product	NN	B-syscon
	hierarchy	VBZ	O
	up	RP	O
	towards	NNS	O
	the	DT	O
	Product	NNP	B-opcon
	Transition	NNP	I-opcon
	Process	NNP	I-opcon
	.	.	O
Sentence:3595	This	DT	O
	is	VBZ	O
	where	WRB	O
	the	DT	O
	plans	NNS	O
	,	,	O
	designs	NNS	B-opcon
	,	,	O
	analysis	NN	B-opcon
	,	,	O
	requirements	NNS	B-opcon
	development	NN	B-opcon
	,	,	O
	and	CC	O
	drawings	NNS	B-opcon
	are	VBP	O
	realized	VBN	O
	into	IN	O
	actual	JJ	O
	products	NNS	B-seterm
	.	.	O
Sentence:3596	The	DT	O
	product	NN	B-syscon
	should	MD	O
	satisfy	VB	O
	the	DT	O
	design	NN	B-opcon
	solution	NN	I-opcon
	and	CC	O
	its	PRP$	O
	specified	JJ	O
	requirements	NNS	B-opcon
	.	.	O
Sentence:3597	The	DT	O
	Product	NNP	B-opcon
	Implementation	NNP	I-opcon
	Process	NNP	I-opcon
	is	VBZ	O
	the	DT	O
	key	JJ	O
	activity	NN	B-opcon
	that	WDT	O
	moves	VBZ	O
	the	DT	O
	project	NN	B-seterm
	from	IN	O
	plans	NNS	O
	and	CC	O
	designs	VBZ	B-opcon
	into	IN	O
	realized	VBN	O
	products	NNS	B-seterm
	.	.	O
Sentence:3598	Depending	VBG	O
	on	IN	O
	the	DT	O
	project	NN	B-seterm
	and	CC	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	phase	NN	B-event
	within	IN	O
	the	DT	O
	project	NN	B-seterm
	,	,	O
	the	DT	O
	product	NN	B-syscon
	may	MD	O
	be	VB	O
	hardware	NN	B-syscon
	,	,	O
	software	NN	B-syscon
	,	,	O
	a	DT	O
	model	NN	B-opcon
	,	,	O
	simulations	NNS	B-opcon
	,	,	O
	mock	NN	B-opcon
	ups	NNS	I-opcon
	,	,	O
	study	NN	O
	reports	NNS	B-opcon
	,	,	O
	or	CC	O
	other	JJ	O
	tangible	JJ	O
	results	NNS	B-mea
	.	.	O
Sentence:3599	These	DT	O
	products	NNS	B-seterm
	may	MD	O
	be	VB	O
	realized	VBN	O
	through	IN	O
	their	PRP$	O
	purchase	NN	O
	from	IN	O
	commercial	JJ	O
	or	CC	O
	other	JJ	O
	vendors	NNS	O
	,	,	O
	through	IN	O
	partial	JJ	O
	or	CC	O
	complete	JJ	O
	reuse	NN	O
	of	IN	O
	products	NNS	B-seterm
	from	IN	O
	other	JJ	O
	projects	NNS	B-seterm
	or	CC	O
	activities	NNS	O
	,	,	O
	or	CC	O
	they	PRP	O
	may	MD	O
	be	VB	O
	generated	VBN	O
	from	IN	O
	scratch	NN	O
	.	.	O
Sentence:3600	The	DT	O
	decision	NN	O
	as	IN	O
	to	TO	O
	which	WDT	O
	of	IN	O
	these	DT	O
	realization	NN	O
	strategies	NNS	O
	or	CC	O
	combination	NN	O
	of	IN	O
	strategies	NNS	O
	will	MD	O
	be	VB	O
	used	VBN	O
	for	IN	O
	the	DT	O
	products	NNS	B-seterm
	of	IN	O
	this	DT	O
	project	NN	B-seterm
	will	MD	O
	have	VB	O
	been	VBN	O
	made	VBN	O
	early	RB	O
	in	IN	O
	the	DT	O
	life	NN	B-opcon
	cycle	NN	I-opcon
	using	VBG	O
	the	DT	O
	Decision	NNP	B-opcon
	Analysis	NNP	I-opcon
	Process	NNP	I-opcon
	.	.	O
Sentence:3601	Inputs	NNS	O
	to	TO	O
	the	DT	O
	Product	NNP	B-opcon
	Implementation	NNP	I-opcon
	Process	NNP	I-opcon
	depend	VBP	O
	primarily	RB	O
	on	IN	O
	the	DT	O
	decision	NN	O
	about	IN	O
	whether	IN	O
	the	DT	O
	end	NN	B-syscon
	product	NN	I-syscon
	will	MD	O
	be	VB	O
	purchased	VBN	O
	,	,	O
	developed	VBN	O
	from	IN	O
	scratch	NN	O
	,	,	O
	or	CC	O
	formed	VBN	O
	by	IN	O
	reusing	VBG	O
	part	NN	O
	or	CC	O
	all	DT	O
	of	IN	O
	products	NNS	B-seterm
	from	IN	O
	other	JJ	O
	projects	NNS	B-seterm
	.	.	O
Sentence:3602	This	DT	O
	causality	NN	O
	is	VBZ	O
	an	DT	O
	indefinite	JJ	O
	one	CD	B-cardinal
	because	IN	O
	there	EX	O
	are	VBP	O
	usually	RB	O
	many	JJ	O
	designs	NNS	B-opcon
	that	WDT	O
	meet	VBP	O
	the	DT	O
	cost	NN	B-mea
	effective	JJ	I-mea
	condition	NN	I-mea
	.	.	O
Sentence:3603	Typical	JJ	O
	inputs	NNS	O
	are	VBP	O
	shown	VBN	O
	in	IN	O
Sentence:3604	Inputs	NNS	O
	Needed	VBN	O
	If	IN	O
	Reusing	VBG	O
	an	DT	O
	End	NN	B-syscon
	Product	NN	I-syscon
	:	:	O
	For	IN	O
	end	NN	B-seterm
	products	NNS	I-seterm
	that	WDT	O
	will	MD	O
	reuse	VB	O
	part	NN	O
	or	CC	O
	all	DT	O
	of	IN	O
	products	NNS	B-seterm
	generated	VBN	O
	by	IN	O
	other	JJ	O
	projects	NNS	B-seterm
	,	,	O
	the	DT	O
	inputs	NNS	O
	may	MD	O
	be	VB	O
	the	DT	O
	documentation	NN	O
	associated	VBN	O
	with	IN	O
	the	DT	O
	product	NN	B-syscon
	as	RB	O
	well	RB	O
	as	IN	O
	the	DT	O
	product	NN	B-syscon
	itself	PRP	O
	.	.	O
Sentence:3605	Care	NN	O
	should	MD	O
	be	VB	O
	taken	VBN	O
	to	TO	O
	ensure	VB	O
	that	IN	O
	these	DT	O
	products	NNS	B-seterm
	will	MD	O
	indeed	RB	O
	meet	VB	O
	the	DT	O
	specifications	NNS	B-opcon
	and	CC	O
	environments	NNS	O
	for	IN	O
	this	DT	O
	project	NN	B-seterm
	.	.	O
Sentence:3606	These	DT	O
	would	MD	O
	have	VB	O
	been	VBN	O
	factors	NNS	O
	involved	VBN	O
	in	IN	O
	the	DT	O
	Decision	NNP	B-opcon
	Analysis	NNP	I-opcon
	Process	NNP	I-opcon
	to	TO	O
	determine	VB	O
	the	DT	O
	make	NN	O
	buy	NN	O
	reuse	IN	O
	decision	NN	O
	.	.	O
Sentence:3607	These	DT	O
	three	CD	B-cardinal
	forms	NNS	O
	will	MD	O
	be	VB	O
	discussed	VBN	O
	in	IN	O
	the	DT	O
	following	JJ	O
	subsections	NNS	O
	.	.	O
Sentence:3608	These	DT	O
	activities	NNS	O
	include	VBP	O
	preparing	VBG	O
	to	TO	O
	conduct	VB	O
	the	DT	O
	implementation	NN	B-opcon
	,	,	O
	purchasing	VBG	O
Sentence:3609	making	VBG	O
	reusing	VBG	O
	the	DT	O
	product	NN	B-syscon
	,	,	O
	and	CC	O
	capturing	VBG	O
	the	DT	O
	product	NN	B-syscon
	implementation	NN	B-opcon
	work	NN	O
	product	NN	B-syscon
	.	.	O
Sentence:3610	In	IN	O
	some	DT	O
	cases	NNS	O
	,	,	O
	implementing	VBG	O
	a	DT	O
	product	NN	B-syscon
	may	MD	O
	have	VB	O
	aspects	NNS	O
	of	IN	O
	more	JJR	O
	than	IN	O
	one	CD	B-cardinal
	of	IN	O
	these	DT	O
	forms	NNS	O
	such	JJ	O
	as	IN	O
	a	DT	O
	build	NN	O
	to	TO	O
	print	NN	O
	.	.	O
Sentence:3611	In	IN	O
	those	DT	O
	cases	NNS	O
	,	,	O
	the	DT	O
	appropriate	JJ	O
	aspects	NNS	O
	of	IN	O
	the	DT	O
	applicable	JJ	O
	forms	NNS	O
	are	VBP	O
	used	VBN	O
	.	.	O
Sentence:3612	Preparing	VBG	O
	to	TO	O
	conduct	VB	O
	the	DT	O
	product	NN	B-syscon
	implementation	NN	B-opcon
	is	VBZ	O
	a	DT	O
	key	JJ	O
	first	JJ	O
	step	NN	O
	regardless	RB	O
	of	IN	O
	what	WP	O
	form	NN	O
	of	IN	O
	implementation	NN	B-opcon
	has	VBZ	O
	been	VBN	O
	selected	VBN	O
	.	.	O
Sentence:3613	Design	NNP	B-opcon
	trade	NN	I-opcon
	studies	NNS	I-opcon
	,	,	O
	an	DT	O
	important	JJ	O
	part	NN	O
	of	IN	O
	the	DT	O
	SEG	NNP	B-opcon
	process	NN	I-opcon
	,	,	O
	often	RB	O
	attempt	VBZ	O
	to	TO	O
	find	VB	O
	designs	NNS	B-opcon
	that	WDT	O
	provide	VBP	O
	the	DT	O
	best	JJS	O
	combination	NN	O
	of	IN	O
	cost	NN	B-mea
	and	CC	O
	effectiveness	NN	B-mea
	.	.	O
Sentence:3614	For	IN	O
	complex	JJ	O
	projects	NNS	B-seterm
	,	,	O
	implementation	NN	B-opcon
	strategy	NN	O
	and	CC	O
	detailed	JJ	O
	planning	NN	O
	or	CC	O
	procedures	NNS	B-opcon
	need	VBP	B-opcon
	to	TO	O
	be	VB	O
	developed	VBN	O
	and	CC	O
	documented	VBN	O
	.	.	O
Sentence:3615	For	IN	O
	less	JJR	O
	complex	JJ	O
	projects	NNS	B-seterm
	,	,	O
	the	DT	O
	implementation	NN	B-opcon
	strategy	NN	O
	and	CC	O
	planning	VBG	O
	need	NN	B-opcon
	to	TO	O
	be	VB	O
	discussed	VBN	O
	,	,	O
	approved	VBN	O
	,	,	O
	and	CC	O
	documented	VBD	O
	as	IN	O
	appropriate	NN	O
	for	IN	O
	the	DT	O
	complexity	NN	O
	of	IN	O
	the	DT	O
	project	NN	B-seterm
	.	.	O
Sentence:3616	The	DT	O
	documentation	NN	O
	,	,	O
	specifications	NNS	B-opcon
	,	,	O
	and	CC	O
	other	JJ	O
	inputs	NNS	O
	also	RB	O
	need	VBP	B-opcon
	to	TO	O
	be	VB	O
	reviewed	VBN	O
	to	TO	O
	ensure	VB	O
	they	PRP	O
	are	VBP	O
	ready	JJ	O
	and	CC	O
	at	IN	O
	an	DT	O
	appropriate	JJ	O
	level	NN	O
	of	IN	O
	detail	NN	O
	to	TO	O
	adequately	RB	O
	complete	VB	O
	the	DT	O
	type	NN	O
	of	IN	O
	implementation	NN	B-opcon
