Word	Tag
of	O
an	O
average	O
flux	O
of	O
objects	O
per	O
area	O
per	O
unit	O
time	B-mea
.	O
The	O
actual	O
meteoroid	O
flux	O
consists	O
of	O
sporadic	O
meteoroids	O
and	O
streams	O
of	O
meteoroids	O
.	O
The	O
former	O
have	O
no	O
identifiable	O
parent	O
object	O
or	O
pattern	O
;	O
the	O
latter	O
have	O
a	O
common	O
parent	O
object	O
and	O
orbit	O
.	O
Document	O
all	O
decisions	O
made	O
during	O
the	O
development	B-opcon
of	O
the	O
original	O
design	B-opcon
concept	B-seterm
in	O
the	O
technical	B-opcon
data	I-opcon
package	I-opcon
.	O
Streams	O
typically	O
occur	O
whenever	O
the	O
Earth	O
encounters	O
debris	O
along	O
the	O
orbital	O
path	O
of	O
a	O
comet	O
.	O
Occasionally	O
,	O
the	O
Earth	O
will	O
pass	O
through	O
an	O
especially	O
dense	O
region	O
of	O
a	O
natural	O
debris	O
stream	O
,	O
causing	O
meteor	O
storms	O
which	O
may	O
threaten	O
spacecraft	O
operations	B-opcon
.	O
The	O
fundamental	O
problem	O
with	O
the	O
Az	O
El	O
plot	O
is	O
that	O
it	O
simply	O
doesn	O
t	O
convey	O
as	O
much	O
information	O
to	O
the	O
person	O
who	O
is	O
looking	O
at	O
it	O
.	O
Is	O
the	O
balloon	O
round	O
?	O
Which	O
has	O
the	O
larger	O
diameter	O
,	O
the	O
balloon	O
or	O
the	O
rainbow	O
?	O
We	O
could	O
,	O
of	O
course	O
,	O
analyze	O
Fig	O
.	O
8	B-cardinal
3B	O
to	O
determine	O
at	O
least	O
some	O
of	O
the	O
answers	O
.	O
The	O
arc	O
of	O
the	O
rainbow	O
is	O
100	B-cardinal
deg	O
across	O
;	O
the	O
diameter	O
of	O
the	O
balloon	O
,	O
if	O
we	O
believe	O
it	O
to	O
be	O
round	O
goes	O
from	O
an	O
elevation	O
of	O
20	B-cardinal
deg	O
to	O
90	B-cardinal
deg	O
and	O
,	O
therefore	O
,	O
is	O
only	O
70	B-cardinal
deg	O
in	O
diameter	O
.	O
Thus	O
,	O
the	O
rainbow	O
is	O
larger	O
.	O
Nonetheless	O
,	O
this	O
is	O
not	O
immediately	O
apparent	O
from	O
the	O
plot	O
and	O
it	O
takes	O
some	O
work	O
to	O
find	O
what	O
we	O
can	O
see	O
immediately	O
by	O
simply	O
looking	O
at	O
the	O
picture	O
in	O
Fig	O
.	O
This	O
will	O
make	O
the	O
original	O
design	B-opcon
philosophy	O
and	O
negotiation	O
results	B-mea
available	O
to	O
assess	O
future	O
proposed	O
changes	O
and	O
modifications	O
against	O
.	O
The	O
principal	O
difference	O
between	O
this	O
and	O
one	B-cardinal
for	O
an	O
observer	O
on	O
the	O
ground	O
is	O
that	O
on	O
the	O
ground	O
we	O
are	O
looking	O
only	O
at	O
the	O
sky	O
overhead	O
,	O
and	O
the	O
celestial	O
sphere	O
is	O
really	O
just	O
a	O
hemisphere	O
overhead	O
.	O
Spacecraft	O
,	O
on	O
the	O
other	O
hand	O
,	O
see	O
the	O
entire	O
sky	O
,	O
although	O
portions	O
of	O
it	O
may	O
be	O
blocked	O
by	O
the	O
Earth	O
or	O
another	O
planet	O
.	O
While	O
the	O
globe	O
plot	O
approach	O
eliminates	O
the	O
distortion	O
of	O
map	O
projections	O
,	O
it	O
only	O
shows	O
half	O
the	O
sky	O
.	O
Therefore	O
,	O
in	O
most	O
of	O
our	O
plots	O
,	O
we	O
will	O
try	O
and	O
show	O
the	O
half	O
of	O
the	O
sky	O
containing	O
the	O
objects	O
of	O
most	O
interest	O
for	O
the	O
problem	O
at	O
hand	O
.	O
But	O
we	O
need	B-opcon
to	O
keep	O
in	O
mind	O
that	O
there	O
is	O
always	O
a	O
second	O
half	O
as	O
well	O
and	O
that	O
for	O
the	O
spacecraft	O
,	O
the	O
celestial	O
sphere	O
is	O
the	O
sky	O
both	O
above	O
and	O
below	O
the	O
spacecraft	O
.	O
As	O
an	O
example	O
of	O
the	O
utility	B-mea
of	O
the	O
spherical	O
geometry	O
approach	O
,	O
we	O
will	O
analyze	O
the	O
eclipse	O
duration	O
for	O
a	O
satellite	O
in	O
LEO	O
.	O
We	O
would	O
like	O
to	O
determine	O
the	O
frequency	B-mea
and	O
duration	O
of	O
eclipses	O
for	O
the	O
satellite	O
.	O
Figure	O
8	B-cardinal
7A	O
shows	O
a	O
standard	O
isometric	O
view	O
of	O
the	O
eclipse	O
problem	O
.	O
This	O
type	O
of	O
approach	O
would	O
allow	O
us	O
to	O
set	O
up	O
a	O
simulation	B-opcon
using	O
the	O
various	O
equations	O
introduced	O
in	O
Chap	O
.	O
We	O
could	O
then	O
run	O
the	O
simulations	B-opcon
for	O
different	O
seasons	O
and	O
node	O
crossing	O
times	O
,	O
and	O
determine	O
a	O
statistical	O
distribution	O
.	O
These	O
system	B-syscon
design	B-opcon
processes	B-seterm
are	O
primarily	O
applied	O
in	O
Pre	B-event
Phase	I-event
A	I-event
and	O
continue	O
through	O
Phase	B-event
C	I-event
.	O
However	O
,	O
we	O
get	O
no	O
numerical	O
estimates	O
from	O
the	O
drawing	O
itself	O
,	O
and	O
no	O
physical	B-opcon
insight	O
into	O
what	O
is	O
happening	O
until	O
we	O
have	O
completed	O
the	O
simulation	B-opcon
and	O
subsequent	O
analysis	B-opcon
.	O
The	O
key	O
issue	O
is	O
that	O
we	O
don	O
t	O
want	O
to	O
use	O
a	O
projection	O
at	O
all	O
.	O
We	O
want	O
to	O
work	O
directly	O
on	O
the	O
curved	O
surface	O
of	O
the	O
Earth	O
or	O
of	O
the	O
celestial	O
sphere	O
.	O
This	O
allows	O
us	O
to	O
completely	O
avoid	O
both	O
the	O
conceptual	O
and	O
arithmetic	O
distortions	O
associated	O
with	O
projections	O
.	O
Consequently	O
,	O
we	O
want	O
to	O
think	O
of	O
the	O
globe	O
plot	O
as	O
a	O
picture	O
of	O
a	O
sphere	O
and	O
work	O
directly	O
on	O
the	O
sphere	O
itself	O
.	O
For	O
example	O
,	O
look	O
at	O
the	O
intersections	O
of	O
the	O
latitude	O
and	O
longitude	O
lines	O
in	O
Fig	O
.	O
In	O
the	O
center	O
of	O
the	O
drawing	O
they	O
are	O
at	O
right	O
angles	O
to	O
each	O
other	O
.	O
At	O
the	O
edges	O
,	O
they	O
intersect	O
at	O
very	O
oblique	O
angles	O
.	O
However	O
,	O
if	O
we	O
think	O
of	O
this	O
figure	O
not	O
as	O
a	O
flat	O
projection	O
,	O
but	O
as	O
a	O
drawing	O
of	O
a	O
globe	O
,	O
and	O
see	O
it	O
as	O
round	O
and	O
three	B-cardinal
dimensional	O
,	O
then	O
it	O
is	O
easy	O
to	O
perceive	O
that	O
on	O
the	O
curved	O
surface	O
of	O
the	O
globe	O
,	O
the	O
intersections	O
are	O
still	O
at	O
right	O
angles	O
at	O
the	O
edge	O
,	O
and	O
will	O
appear	O
that	O
way	O
when	O
we	O
rotate	O
the	O
globe	O
to	O
move	O
them	O
nearer	O
the	O
center	O
of	O
the	O
figure	O
.	O
Working	O
on	O
the	O
globe	O
itself	O
provides	O
truly	O
distortion	O
free	O
geometry	O
,	O
and	O
is	O
the	O
only	O
way	O
to	O
achieve	O
this	O
.	O
The	O
system	B-syscon
design	B-opcon
processes	B-seterm
during	O
Pre	B-event
Phase	I-event
A	I-event
focus	O
on	O
producing	O
a	O
feasible	B-mea
design	B-opcon
that	O
will	O
lead	O
to	O
Formulation	O
approval	B-opcon
.	O
A	O
key	O
issue	O
is	O
to	O
look	O
for	O
creative	O
mechanisms	O
for	O
defining	O
accuracy	O
that	O
may	O
be	O
able	O
to	O
meet	O
the	O
needs	B-opcon
of	O
the	O
end	O
user	B-grp
while	O
still	O
holding	O
down	O
cost	B-mea
.	O
For	O
example	O
,	O
as	O
discussed	O
above	O
,	O
accuracy	O
is	O
a	O
strong	O
function	O
of	O
elevation	O
angle	O
for	O
a	O
mapping	O
error	O
budget	O
.	O
This	O
results	B-mea
in	O
a	O
very	O
undesirable	O
trade	O
.	O
If	O
we	O
increase	O
the	O
elevation	O
angle	O
to	O
improve	O
the	O
accuracy	O
,	O
we	O
will	O
dramatically	O
reduce	O
coverage	O
,	O
which	O
could	O
drive	O
up	O
the	O
number	O
of	O
spacecraft	O
that	O
are	O
required	O
.	O
On	O
the	O
other	O
hand	O
,	O
working	O
at	O
low	O
elevation	O
angles	O
to	O
achieve	O
wide	O
coverage	O
with	O
a	O
small	O
number	O
of	O
spacecraft	O
provides	O
extremely	O
poor	O
mapping	O
accuracy	O
at	O
the	O
edges	O
of	O
the	O
swath	O
.	O
In	O
cases	O
such	O
as	O
this	O
,	O
a	O
possible	O
alternative	O
is	O
a	O
flexi	O
spec	O
in	O
which	O
different	O
accuracies	O
are	O
required	O
at	O
different	O
elevation	O
angles	O
.	O
For	O
example	O
,	O
in	O
examining	O
Fig	O
.	O
8	B-cardinal
50	B-cardinal
,	O
we	O
might	O
set	O
a	O
mapping	O
requirement	B-opcon
of	O
3	B-cardinal
km	O
at	O
an	O
elevation	O
angle	O
of	O
25	B-cardinal
deg	O
,	O
and	O
1	B-cardinal
km	O
at	O
an	O
elevation	O
angle	O
of	O
60	B-cardinal
deg	O
.	O
This	O
means	O
that	O
the	O
user	B-grp
will	O
get	O
very	O
wide	O
and	O
frequent	O
coverage	O
,	O
with	O
limited	O
accuracy	O
,	O
and	O
much	O
higher	O
accuracy	O
,	O
but	O
at	O
a	O
less	O
frequent	O
rate	O
,	O
from	O
the	O
narrow	O
swath	O
.	O
Certainly	O
,	O
this	O
is	O
less	O
desirable	O
than	O
achieving	O
high	O
accuracy	O
at	O
all	O
times	O
.	O
During	O
Phase	B-event
A	I-event
,	O
alternative	O
designs	B-opcon
and	O
additional	O
analytical	O
maturity	O
are	O
pursued	O
to	O
optimize	O
the	O
design	B-opcon
architecture	B-opcon
.	O
Product	B-opcon
Realization	I-opcon
Processes	I-opcon
:	O
The	O
product	B-opcon
realization	I-opcon
processes	I-opcon
are	O
applied	O
to	O
each	O
operational	B-opcon
mission	I-opcon
product	I-opcon
in	O
the	O
system	B-opcon
structure	I-opcon
starting	O
from	O
the	O
lowest	O
level	O
product	B-syscon
and	O
working	O
up	O
to	O
higher	O
level	O
integrated	B-seterm
products	I-seterm
.	O
Phase	B-event
B	I-event
results	B-mea
in	O
a	O
preliminary	O
design	B-opcon
that	O
satisfies	O
the	O
approval	B-opcon
criteria	O
.	O
During	O
Phase	B-event
C	I-event
,	O
detailed	O
,	O
build	O
to	O
designs	B-opcon
are	O
completed	O
.	O
This	O
is	O
a	O
simplified	O
description	O
intended	O
to	O
demonstrate	O
the	O
recursive	B-opcon
relationship	O
among	O
the	O
system	B-syscon
design	B-opcon
processes	B-seterm
.	O
These	O
processes	B-seterm
should	O
be	O
used	O
as	O
guidance	O
and	O
tailored	O
for	O
each	O
study	O
team	O
depending	O
on	O
the	O
size	O
of	O
the	O
project	B-seterm
and	O
the	O
hierarchical	O
level	O
of	O
the	O
study	O
team	O
.	O
The	O
next	O
sections	O
describe	O
each	O
of	O
the	O
four	O
system	B-syscon
design	B-opcon
processes	B-seterm
and	O
their	O
associated	O
products	B-seterm
for	O
a	O
given	O
NASA	B-org
mission	B-seterm
.	O
The	O
Stakeholder	B-opcon
Expectations	I-opcon
Definition	I-opcon
Process	I-opcon
is	O
the	O
initial	O
process	B-opcon
within	O
the	O
SE	B-syscon
engine	I-syscon
that	O
establishes	O
the	O
foundation	O
from	O
which	O
the	O
system	B-syscon
is	O
designed	O
and	O
the	O
product	B-syscon
is	O
realized	O
.	O
The	O
main	O
purpose	O
of	O
this	O
process	B-opcon
is	O
to	O
identify	O
who	O
the	O
stakeholders	B-grp
are	O
and	O
how	O
they	O
intend	O
to	O
use	O
the	O
product	B-syscon
.	O
This	O
is	O
usually	O
accomplished	O
through	O
use	O
case	O
scenarios	O
sometimes	O
referred	O
to	O
as	O
DRMs	O
and	O
the	O
ConOps	B-abb
.	O
Initial	O
Customer	B-grp
Expectations	B-opcon
:	O
These	O
are	O
the	O
needs	B-opcon
,	O
goals	O
,	O
objectives	B-opcon
,	O
desires	O
,	O
capabilities	B-opcon
,	O
and	O
other	O
constraints	B-seterm
that	O
are	O
received	O
from	O
the	O
customer	B-grp
for	O
the	O
product	B-syscon
within	O
the	O
product	B-syscon
layer	O
.	O
For	O
the	O
top	O
tier	O
products	B-seterm
final	O
end	O
item	O
,	O
these	O
are	O
the	O
expectations	B-opcon
of	O
the	O
originating	O
customer	B-grp
who	O
requested	O
the	O
product	B-syscon
.	O
These	O
processes	B-seterm
are	O
used	O
to	O
create	O
the	O
design	B-opcon
solution	I-opcon
for	O
each	O
product	B-syscon
through	O
buying	O
,	O
coding	O
,	O
building	O
,	O
or	O
reusing	O
and	O
to	O
verify	O
,	O
validate	O
,	O
and	O
transition	B-opcon
up	O
to	O
the	O
next	O
hierarchical	O
level	O
those	O
products	B-seterm
that	O
satisfy	O
their	O
design	B-opcon
solutions	I-opcon
and	O
meet	O
stakeholder	B-mea
expectations	I-mea
as	O
a	O
function	O
of	O
the	O
applicable	O
life	B-opcon
cycle	I-opcon
phase	B-event
.	O
For	O
an	O
end	B-syscon
product	I-syscon
within	O
the	O
product	B-syscon
layer	O
,	O
these	O
are	O
the	O
expectations	B-opcon
of	O
the	O
recipient	O
of	O
the	O
end	O
item	O
when	O
transitioned	O
.	O
Other	O
Stakeholder	B-mea
Expectations	I-mea
:	O
These	O
are	O
the	O
expectations	B-opcon
of	O
key	O
stakeholders	B-grp
other	O
than	O
the	O
customer	B-grp
.	O
For	O
example	O
,	O
such	O
stakeholders	B-grp
may	O
be	O
the	O
test	B-opcon
team	O
that	O
will	O
be	O
receiving	O
the	O
transitioned	O
product	B-syscon
end	B-syscon
product	I-syscon
and	O
enabling	B-opcon
products	I-opcon
or	O
the	O
trainers	O
that	O
will	O
be	O
instructing	O
the	O
operators	O
or	O
managers	O
that	O
are	O
accountable	O
for	O
the	O
product	B-syscon
at	O
this	O
layer	O
.	O
They	O
are	O
helpful	O
in	O
establishing	O
the	O
expectations	B-opcon
of	O
the	O
customer	B-grp
at	O
this	O
layer	O
.	O
The	O
key	O
players	O
for	O
a	O
project	B-seterm
product	B-syscon
are	O
called	O
the	O
key	O
stakeholders	B-grp
.	O
One	B-cardinal
key	O
stakeholder	B-grp
is	O
always	O
the	O
The	O
customer	B-grp
may	O
vary	O
depending	O
on	O
where	O
the	O
SER	B-abb
is	O
working	O
in	O
the	O
PBS	O
.	O
For	O
example	O
,	O
at	O
the	O
topmost	O
level	O
,	O
the	O
customer	B-grp
may	O
be	O
the	O
person	O
or	O
organization	O
that	O
is	O
purchasing	O
the	O
product	B-syscon
.	O
For	O
a	O
SER	B-abb
working	O
three	B-cardinal
or	O
four	O
levels	O
down	O
in	O
the	O
PBS	O
,	O
the	O
customer	B-grp
may	O
be	O
the	O
leader	O
of	O
the	O
team	O
that	O
takes	O
the	O
element	O
and	O
integrates	O
it	O
into	O
a	O
larger	O
assembly	B-opcon
.	O
Regardless	O
of	O
where	O
the	O
SER	B-abb
is	O
working	O
within	O
the	O
PBS	O
,	O
it	O
is	O
important	O
to	O
understand	O
what	O
is	O
expected	O
by	O
the	O
customer	B-grp
.	O
It	O
is	O
a	O
methodology	O
that	O
supports	O
the	O
containment	B-opcon
of	O
the	O
LCC	B-abb
of	O
a	O
system	B-syscon
.	O
The	O
processes	B-seterm
within	O
the	O
SE	B-syscon
engine	I-syscon
are	O
used	O
both	O
iteratively	O
and	O
recursively	O
.	O
Other	B-grp
interested	I-grp
parties	I-grp
are	O
those	O
who	O
affect	O
the	O
project	B-seterm
by	O
providing	O
broad	O
,	O
overarching	O
constraints	B-seterm
within	O
which	O
the	O
customers	O
needs	B-opcon
should	O
be	O
achieved	O
.	O
These	O
parties	O
may	O
be	O
affected	O
by	O
the	O
resulting	O
product	B-syscon
,	O
the	O
manner	O
in	O
which	O
the	O
product	B-syscon
is	O
used	O
,	O
or	O
have	O
a	O
responsibility	O
for	O
providing	O
life	B-opcon
cycle	I-opcon
support	O
services	O
.	O
Examples	O
include	O
Congress	O
,	O
advisory	O
planning	O
teams	O
,	O
PMs	O
,	O
maintainers	O
,	O
and	O
mission	B-seterm
partners	O
.	O
It	O
is	O
important	O
that	O
the	O
list	O
of	O
stakeholders	B-grp
be	O
identified	O
early	O
in	O
the	O
process	B-opcon
,	O
as	O
well	O
as	O
the	O
primary	O
stakeholders	B-grp
who	O
will	O
have	O
the	O
most	O
significant	O
influence	O
over	O
the	O
project	B-seterm
.	O
The	O
customer	B-grp
and	O
users	B-grp
of	O
the	O
system	B-syscon
are	O
usually	O
easy	O
to	O
identify	O
.	O
The	O
other	O
key	O
stakeholders	B-grp
may	O
be	O
more	O
difficult	O
to	O
identify	O
and	O
they	O
may	O
change	O
depending	O
on	O
the	O
type	O
of	O
the	O
project	B-seterm
and	O
the	O
phase	B-event
the	O
project	B-seterm
is	O
in	O
.	O
Thoroughly	O
understanding	O
the	O
customer	B-grp
and	O
other	O
key	O
stakeholders	B-grp
expectations	B-opcon
for	O
the	O
project	B-seterm
prod	O
uct	O
is	O
one	B-cardinal
of	O
the	O
most	O
important	O
steps	O
in	O
the	O
SEG	B-opcon
process	I-opcon
.	O
It	O
provides	O
the	O
foundation	O
upon	O
which	O
all	O
other	O
SEG	B-abb
work	O
depends	O
.	O
It	O
helps	O
ensure	O
that	O
all	O
parties	O
are	O
on	O
the	O
same	O
page	O
and	O
that	O
the	O
product	B-syscon
being	O
provided	O
will	O
satisfy	O
the	O
customer	B-grp
.	O
When	O
the	O
customer	B-grp
,	O
other	O
stakeholders	B-grp
,	O
and	O
the	O
SER	B-abb
mutually	O
agree	O
on	O
the	O
functions	B-opcon
,	O
characteristics	B-mea
,	O
behaviors	O
,	O
appearance	O
,	O
and	O
performance	B-mea
the	O
product	B-syscon
will	O
exhibit	O
,	O
it	O
sets	O
more	O
realistic	O
expectations	B-opcon
on	O
the	O
customer	B-grp
s	O
part	O
and	O
helps	O
prevent	O
significant	O
requirements	B-opcon
creep	O
later	O
in	O
the	O
life	B-opcon
cycle	I-opcon
.	O
This	O
also	O
applies	O
to	O
repeating	O
application	O
of	O
the	O
same	O
processes	B-seterm
to	O
the	O
system	B-opcon
structure	I-opcon
in	O
the	O
next	O
life	B-opcon
cycle	I-opcon
phase	B-event
to	O
mature	O
the	O
system	B-syscon
definition	O
and	O
satisfy	O
phase	B-opcon
success	I-opcon
criteria	I-opcon
.	O
''	O
Through	O
interviews	O
discussions	O
,	O
surveys	O
,	O
marketing	O
groups	O
,	O
emails	O
,	O
a	O
SOW	B-abb
,	O
an	O
initial	O
set	O
of	O
customer	B-grp
requirements	B-opcon
,	O
or	O
some	O
other	O
means	O
,	O
stakeholders	B-grp
specify	O
what	O
is	O
desired	O
as	O
an	O
end	O
state	O
or	O
as	O
an	O
item	O
to	O
be	O
produced	O
and	O
put	O
bounds	O
on	O
the	O
achievement	O
of	O
the	O
goals	O
.	O
These	O
bounds	O
may	O
encompass	O
expenditures	O
resources	O
,	O
time	B-mea
to	O
deliver	O
,	O
life	B-opcon
cycle	I-opcon
support	O
expectations	B-opcon
,	O
performance	B-mea
objectives	B-opcon
,	O
operational	B-opcon
constraints	B-seterm
,	O
training	O
goals	O
,	O
or	O
other	O
less	O
obvious	O
quantities	O
such	O
as	O
organizational	O
needs	B-opcon
or	O
geopolitical	O
goals	O
.	O
This	O
information	O
is	O
reviewed	O
,	O
summarized	O
,	O
and	O
documented	O
so	O
that	O
all	O
parties	O
can	O
come	O
to	O
an	O
agreement	O
on	O
the	O
expectations	B-opcon
.	O
The	O
yellow	O
lines	O
depict	O
validation	B-opcon
paths	O
.	O
Examples	O
of	O
the	O
types	O
of	O
information	O
that	O
would	O
be	O
defined	O
during	O
each	O
step	O
are	O
also	O
provided	O
.	O
Defining	O
stakeholder	B-mea
expectations	I-mea
begins	O
with	O
the	O
mission	B-seterm
authority	O
and	O
strategic	O
objectives	B-opcon
that	O
the	O
mission	B-seterm
is	O
meant	O
to	O
achieve	O
.	O
Mission	B-seterm
authority	O
changes	O
depending	O
on	O
the	O
category	O
of	O
the	O
mission	B-seterm
.	O
For	O
example	O
,	O
science	O
missions	O
are	O
usually	O
driven	O
by	O
NASA	B-org
Science	O
Mission	B-seterm
Directorate	O
strategic	O
plans	O
,	O
whereas	O
the	O
exploration	O
missions	O
may	O
be	O
driven	O
by	O
a	O
Presidential	O
directive	O
.	O
Understanding	O
the	O
objectives	B-opcon
of	O
the	O
mission	B-seterm
helps	O
ensure	O
that	O
the	O
project	B-grp
team	I-grp
is	O
working	O
toward	O
a	O
common	O
vision	O
.	O
Announcements	O
Objectives	B-opcon
Test	B-opcon
measurements	O
?	O
The	O
technical	B-opcon
processes	I-opcon
are	O
applied	O
recursively	O
and	O
iteratively	O
to	O
break	O
down	O
the	O
initializing	O
concepts	B-seterm
of	O
the	O
system	B-syscon
to	O
a	O
level	O
of	O
detail	O
concrete	O
enough	O
that	O
the	O
technical	B-grp
team	I-grp
can	O
implement	O
a	O
product	B-syscon
from	O
the	O
information	O
.	O
Mission	B-seterm
Duration	O
of	O
Opportunity	O
Technology	O
Launch	O
How	O
well	O
?	O
The	O
project	B-grp
team	I-grp
should	O
also	O
identify	O
the	O
constraints	B-seterm
that	O
may	O
apply	O
.	O
Sometimes	O
a	O
constraint	O
is	O
dictated	O
by	O
external	O
factors	O
such	O
as	O
orbital	O
mechanics	O
,	O
an	O
existing	O
system	B-syscon
that	O
must	O
be	O
utilized	O
external	O
interface	O
,	O
a	O
regulatory	O
restriction	O
,	O
or	O
the	O
state	O
of	O
technology	O
;	O
sometimes	O
constraints	B-seterm
are	O
the	O
result	O
of	O
the	O
overall	O
budget	O
environment	O
.	O
Concepts	B-seterm
of	O
operation	B-opcon
and	O
constraints	B-seterm
also	O
need	B-opcon
to	O
be	O
included	O
in	O
defining	O
the	O
stakeholder	B-mea
expectations	I-mea
.	O
These	O
identify	O
how	O
the	O
system	B-syscon
should	O
be	O
operated	O
to	O
achieve	O
the	O
mission	B-seterm
objectives	B-opcon
.	O
In	O
identifying	O
the	O
full	O
set	O
of	O
expectations	B-opcon
,	O
the	O
SER	B-abb
will	O
need	B-opcon
to	O
interact	O
with	O
various	O
communities	O
,	O
such	O
as	O
those	O
working	O
in	O
the	O
areas	O
of	O
orbital	O
debris	O
,	O
space	O
asset	O
protection	O
,	O
HSI	O
,	O
quality	B-opcon
assurance	I-opcon
,	O
and	O
reliability	B-mea
.	O
For	O
example	O
,	O
space	O
asset	O
protection	O
may	O
require	O
additional	O
encryption	O
for	O
the	O
forward	O
link	O
commands	O
,	O
additional	O
shielding	O
or	O
filtering	O
for	O
RF	O
systems	B-syscon
,	O
use	O
of	O
a	O
different	O
frequency	B-mea
,	O
or	O
other	O
design	B-opcon
changes	O
that	O
might	O
be	O
costly	B-mea
to	O
add	O
to	O
a	O
system	B-syscon
that	O
has	O
already	O
been	O
developed	O
.	O
NOTE	O
:	O
It	O
is	O
extremely	O
important	O
to	O
involve	O
stakeholders	B-grp
in	O
all	O
phases	B-event
of	O
a	O
project	B-seterm
.	O
Such	O
involvement	O
should	O
be	O
built	O
in	O
as	O
a	O
self	O
correcting	O
feedback	O
loop	O
that	O
will	O
significantly	O
enhance	O
the	O
chances	O
of	O
mission	B-seterm
success	O
.	O
Involving	O
stakeholders	B-grp
in	O
a	O
project	B-seterm
builds	O
confidence	O
in	O
the	O
end	B-syscon
product	I-syscon
and	O
serves	O
as	O
a	O
validation	B-opcon
and	O
acceptance	O
with	O
the	O
target	O
audience	O
.	O
Then	O
the	O
processes	B-seterm
are	O
applied	O
recursively	O
and	O
iteratively	O
to	O
integrate	O
the	O
smallest	O
product	B-syscon
into	O
greater	O
and	O
larger	O
systems	B-syscon
until	O
the	O
whole	O
of	O
the	O
system	B-syscon
or	O
product	B-syscon
has	O
been	O
assembled	O
,	O
verified	O
,	O
validated	O
,	O
and	O
transitioned	O
.	O
In	O
order	O
to	O
define	O
the	O
goals	O
and	O
objectives	B-opcon
,	O
it	O
is	O
necessary	O
to	O
elicit	O
the	O
needs	B-opcon
,	O
wants	O
,	O
desires	O
,	O
capabilities	B-opcon
,	O
external	O
interfaces	B-syscon
,	O
assumptions	O
,	O
and	O
constraints	B-seterm
from	O
the	O
stakeholders	B-grp
.	O
Arriving	O
at	O
an	O
agreed	O
to	O
set	O
of	O
goals	O
and	O
objectives	B-opcon
can	O
be	O
a	O
long	O
and	O
arduous	O
task	O
.	O
Proactive	O
iteration	O
with	O
the	O
stakeholders	B-grp
throughout	O
the	O
SEG	B-opcon
process	I-opcon
is	O
the	O
way	O
that	O
all	O
parties	O
can	O
come	O
to	O
a	O
true	O
understanding	O
of	O
what	O
should	O
be	O
done	O
and	O
what	O
it	O
takes	O
to	O
do	O
the	O
job	O
.	O
NGOs	O
provide	O
a	O
mechanism	O
to	O
ensure	O
that	O
everyone	O
implementer	O
,	O
customer	B-grp
,	O
and	O
other	O
stakeholders	B-grp
is	O
in	O
agreement	O
at	O
the	O
beginning	O
of	O
a	O
project	B-seterm
in	O
terms	O
of	O
defining	O
the	O
problem	O
that	O
needs	B-opcon
to	O
be	O
solved	O
and	O
its	O
scope	O
.	O
NGOs	O
are	O
not	O
contractual	O
requirements	B-opcon
or	O
designs	B-opcon
.	O
Objectives	B-opcon
expand	O
on	O
the	O
goals	O
and	O
provide	O
a	O
means	O
to	O
document	O
specific	O
expectations	B-opcon
.	O
Rationale	O
should	O
be	O
provided	O
where	O
needed	O
to	O
explain	O
why	O
the	O
need	B-opcon
,	O
goal	B-seterm
,	O
or	O
objective	B-opcon
exists	O
,	O
any	O
assumptions	O
made	O
,	O
and	O
any	O
other	O
information	O
useful	O
in	O
understanding	O
or	O
managing	O
the	O
NGO	O
.	O
Well	O
written	O
NGOs	O
provide	O
clear	O
traceability	B-mea
from	O
the	O
needs	B-opcon
,	O
then	O
to	O
the	O
goals	O
,	O
and	O
then	O
to	O
objectives	B-opcon
.	O
For	O
example	O
,	O
if	O
a	O
given	O
goal	B-seterm
does	O
not	O
support	O
a	O
need	B-opcon
,	O
or	O
an	O
objective	B-opcon
does	O
not	O
support	O
a	O
goal	B-seterm
,	O
it	O
should	O
not	O
be	O
part	O
of	O
the	O
integrated	O
set	O
of	O
NGOs	O
.	O
This	O
traceabil	O
ity	O
helps	O
ensure	O
that	O
the	O
team	O
is	O
actually	O
providing	O
what	O
is	O
needed	O
.	O
AS9100	B-art
is	O
a	O
widely	O
adopted	O
and	O
standardized	O
quality	B-syscon
management	I-syscon
system	I-syscon
developed	O
for	O
the	O
commercial	B-org
aerospace	I-org
industry	I-org
.	O
Need	B-opcon
:	O
A	O
single	O
statement	O
that	O
drives	O
everything	O
else	O
.	O
It	O
should	O
relate	O
to	O
the	O
problem	O
that	O
the	O
system	B-syscon
is	O
supposed	O
to	O
solve	O
but	O
not	O
be	O
the	O
solution	O
.	O
The	O
need	B-opcon
statement	O
is	O
singular	O
.	O
Trying	O
to	O
satisfy	O
more	O
than	O
one	B-cardinal
need	B-opcon
requires	O
a	O
trade	O
between	O
the	O
two	B-cardinal
,	O
which	O
could	O
easily	O
result	O
in	O
failing	O
to	O
meet	O
at	O
least	O
one	B-cardinal
,	O
and	O
possibly	O
several	O
,	O
stakeholder	B-mea
expectations	I-mea
.	O
Goals	O
:	O
An	O
elaboration	O
of	O
the	O
need	B-opcon
,	O
which	O
constitutes	O
a	O
specific	O
set	O
of	O
expectations	B-opcon
for	O
the	O
system	B-syscon
.	O
Goals	O
address	O
the	O
critical	O
issues	O
identified	O
during	O
the	O
problem	O
assessment	O
.	O
Goals	O
need	B-opcon
not	O
be	O
in	O
a	O
quantitative	O
or	O
measurable	O
form	O
,	O
but	O
